"No.","Collection Period","Collection Start Time","Value","Unit"
"452","1 Hour","2018-08-16 12:00:00","3.44","kWh"
"453","1 Hour","2018-08-16 13:00:00","2.20","kWh"
"454","1 Hour","2018-08-16 14:00:00","2.35","kWh"
"455","1 Hour","2018-08-16 15:00:00","4.23","kWh"
"456","1 Hour","2018-08-16 16:00:00","1.69","kWh"
"457","1 Hour","2018-08-16 17:00:00","0.73","kWh"
"458","1 Hour","2018-08-16 18:00:00","0.56","kWh"
"459","1 Hour","2018-08-16 19:00:00","0.00","kWh"
"460","1 Hour","2018-08-16 20:00:00","0.00","kWh"
"461","1 Hour","2018-08-16 21:00:00","0.00","kWh"
"462","1 Hour","2018-08-16 22:00:00","0.00","kWh"
"463","1 Hour","2018-08-16 23:00:00","0.00","kWh"
"464","1 Hour","2018-08-17 00:00:00","0.00","kWh"
"465","1 Hour","2018-08-17 01:00:00","0.00","kWh"
"466","1 Hour","2018-08-17 02:00:00","0.00","kWh"
"467","1 Hour","2018-08-17 03:00:00","0.00","kWh"
"468","1 Hour","2018-08-17 04:00:00","0.00","kWh"
"469","1 Hour","2018-08-17 05:00:00","0.00","kWh"
"470","1 Hour","2018-08-17 06:00:00","0.04","kWh"
"471","1 Hour","2018-08-17 07:00:00","0.36","kWh"
"472","1 Hour","2018-08-17 08:00:00","0.76","kWh"
"473","1 Hour","2018-08-17 09:00:00","1.41","kWh"
"474","1 Hour","2018-08-17 10:00:00","5.20","kWh"
"475","1 Hour","2018-08-17 11:00:00","2.53","kWh"
"476","1 Hour","2018-08-17 16:00:00","7.13","kWh"
"477","1 Hour","2018-08-17 17:00:00","1.14","kWh"
"478","1 Hour","2018-08-17 18:00:00","1.69","kWh"
"479","1 Hour","2018-08-17 19:00:00","0.27","kWh"
"480","1 Hour","2018-08-17 20:00:00","0.00","kWh"
"481","1 Hour","2018-08-17 21:00:00","0.00","kWh"
"482","1 Hour","2018-08-17 22:00:00","0.00","kWh"
"483","1 Hour","2018-08-17 23:00:00","0.00","kWh"
"484","1 Hour","2018-08-18 00:00:00","0.00","kWh"
"485","1 Hour","2018-08-18 01:00:00","0.00","kWh"
"486","1 Hour","2018-08-18 02:00:00","0.00","kWh"
"487","1 Hour","2018-08-18 03:00:00","0.00","kWh"
"488","1 Hour","2018-08-18 04:00:00","0.00","kWh"
"489","1 Hour","2018-08-18 05:00:00","0.00","kWh"
"490","1 Hour","2018-08-18 06:00:00","0.02","kWh"
"491","1 Hour","2018-08-18 07:00:00","0.34","kWh"
"492","1 Hour","2018-08-18 08:00:00","2.07","kWh"
"493","1 Hour","2018-08-18 09:00:00","3.42","kWh"
"494","1 Hour","2018-08-18 10:00:00","4.66","kWh"
"495","1 Hour","2018-08-18 11:00:00","5.48","kWh"
"496","1 Hour","2018-08-18 12:00:00","5.88","kWh"
"497","1 Hour","2018-08-18 13:00:00","0.95","kWh"
"498","1 Hour","2018-08-18 14:00:00","0.94","kWh"
"499","1 Hour","2018-08-18 15:00:00","3.36","kWh"
"500","1 Hour","2018-08-18 16:00:00","1.17","kWh"
"501","1 Hour","2018-08-18 17:00:00","0.21","kWh"
"502","1 Hour","2018-08-18 18:00:00","0.65","kWh"
"503","1 Hour","2018-08-18 19:00:00","0.71","kWh"
"504","1 Hour","2018-08-18 20:00:00","0.02","kWh"
"505","1 Hour","2018-08-18 21:00:00","0.00","kWh"
"506","1 Hour","2018-08-18 22:00:00","0.00","kWh"
"507","1 Hour","2018-08-18 23:00:00","0.00","kWh"
"508","1 Hour","2018-08-19 00:00:00","0.00","kWh"
"509","1 Hour","2018-08-19 01:00:00","0.00","kWh"
"510","1 Hour","2018-08-19 02:00:00","0.00","kWh"
"511","1 Hour","2018-08-19 03:00:00","0.00","kWh"
"512","1 Hour","2018-08-19 04:00:00","0.00","kWh"
"513","1 Hour","2018-08-19 05:00:00","0.00","kWh"
"514","1 Hour","2018-08-19 06:00:00","0.71","kWh"
"515","1 Hour","2018-08-19 07:00:00","4.43","kWh"
"516","1 Hour","2018-08-19 08:00:00","6.39","kWh"
"517","1 Hour","2018-08-19 09:00:00","10.78","kWh"
"518","1 Hour","2018-08-19 10:00:00","4.49","kWh"
"519","1 Hour","2018-08-19 11:00:00","5.24","kWh"
"520","1 Hour","2018-08-19 12:00:00","12.59","kWh"
"521","1 Hour","2018-08-19 13:00:00","16.84","kWh"
"522","1 Hour","2018-08-19 14:00:00","8.92","kWh"
"523","1 Hour","2018-08-19 15:00:00","12.86","kWh"
"524","1 Hour","2018-08-19 16:00:00","10.32","kWh"
"525","1 Hour","2018-08-19 17:00:00","6.70","kWh"
"526","1 Hour","2018-08-19 18:00:00","3.10","kWh"
"527","1 Hour","2018-08-19 19:00:00","0.56","kWh"
"528","1 Hour","2018-08-19 20:00:00","0.00","kWh"
"529","1 Hour","2018-08-19 21:00:00","0.00","kWh"
"530","1 Hour","2018-08-19 22:00:00","0.00","kWh"
"531","1 Hour","2018-08-19 23:00:00","0.00","kWh"
"532","1 Hour","2018-08-20 00:00:00","0.00","kWh"
"533","1 Hour","2018-08-20 01:00:00","0.00","kWh"
"534","1 Hour","2018-08-20 02:00:00","0.00","kWh"
"535","1 Hour","2018-08-20 03:00:00","0.00","kWh"
"536","1 Hour","2018-08-20 04:00:00","0.00","kWh"
"537","1 Hour","2018-08-20 05:00:00","0.00","kWh"
"538","1 Hour","2018-08-20 06:00:00","0.32","kWh"
"539","1 Hour","2018-08-20 07:00:00","2.52","kWh"
"540","1 Hour","2018-08-20 08:00:00","2.12","kWh"
"541","1 Hour","2018-08-20 09:00:00","3.46","kWh"
"542","1 Hour","2018-08-20 10:00:00","4.63","kWh"
"543","1 Hour","2018-08-20 11:00:00","5.47","kWh"
"544","1 Hour","2018-08-20 12:00:00","5.94","kWh"
"545","1 Hour","2018-08-20 13:00:00","5.82","kWh"
"546","1 Hour","2018-08-20 14:00:00","1.82","kWh"
"547","1 Hour","2018-08-20 15:00:00","4.08","kWh"
"548","1 Hour","2018-08-20 16:00:00","3.49","kWh"
"549","1 Hour","2018-08-20 17:00:00","2.52","kWh"
"550","1 Hour","2018-08-20 18:00:00","0.97","kWh"
"551","1 Hour","2018-08-20 19:00:00","0.11","kWh"
"552","1 Hour","2018-08-20 20:00:00","0.00","kWh"
"553","1 Hour","2018-08-20 21:00:00","0.00","kWh"
"554","1 Hour","2018-08-20 22:00:00","0.00","kWh"
"555","1 Hour","2018-08-20 23:00:00","0.00","kWh"
"556","1 Hour","2018-08-21 00:00:00","0.00","kWh"
"557","1 Hour","2018-08-21 01:00:00","0.00","kWh"
"558","1 Hour","2018-08-21 02:00:00","0.00","kWh"
"559","1 Hour","2018-08-21 03:00:00","0.00","kWh"
"560","1 Hour","2018-08-21 04:00:00","0.00","kWh"
"561","1 Hour","2018-08-21 05:00:00","0.00","kWh"
"562","1 Hour","2018-08-21 06:00:00","0.04","kWh"
"563","1 Hour","2018-08-21 07:00:00","0.52","kWh"
"564","1 Hour","2018-08-21 08:00:00","1.88","kWh"
"565","1 Hour","2018-08-21 09:00:00","2.52","kWh"
"566","1 Hour","2018-08-21 10:00:00","2.95","kWh"
"567","1 Hour","2018-08-21 11:00:00","5.55","kWh"
"568","1 Hour","2018-08-21 12:00:00","5.53","kWh"
"569","1 Hour","2018-08-21 13:00:00","5.33","kWh"
"570","1 Hour","2018-08-21 14:00:00","4.15","kWh"
"571","1 Hour","2018-08-21 15:00:00","3.57","kWh"
"572","1 Hour","2018-08-21 16:00:00","3.38","kWh"
"573","1 Hour","2018-08-21 17:00:00","2.50","kWh"
"574","1 Hour","2018-08-21 18:00:00","1.08","kWh"
"575","1 Hour","2018-08-21 19:00:00","0.17","kWh"
"576","1 Hour","2018-08-21 20:00:00","0.00","kWh"
"577","1 Hour","2018-08-21 21:00:00","0.00","kWh"
"578","1 Hour","2018-08-21 22:00:00","0.00","kWh"
"579","1 Hour","2018-08-21 23:00:00","0.00","kWh"
"580","1 Hour","2018-08-22 00:00:00","0.00","kWh"
"581","1 Hour","2018-08-22 01:00:00","0.00","kWh"
"582","1 Hour","2018-08-22 02:00:00","0.00","kWh"
"583","1 Hour","2018-08-22 03:00:00","0.00","kWh"
"584","1 Hour","2018-08-22 04:00:00","0.00","kWh"
"585","1 Hour","2018-08-22 05:00:00","0.00","kWh"
"586","1 Hour","2018-08-22 06:00:00","0.04","kWh"
"587","1 Hour","2018-08-22 07:00:00","0.75","kWh"
"588","1 Hour","2018-08-22 08:00:00","2.20","kWh"
"589","1 Hour","2018-08-22 09:00:00","3.75","kWh"
"590","1 Hour","2018-08-22 10:00:00","5.03","kWh"
"591","1 Hour","2018-08-22 11:00:00","5.82","kWh"
"592","1 Hour","2018-08-22 12:00:00","6.16","kWh"
"593","1 Hour","2018-08-22 13:00:00","6.73","kWh"
"594","1 Hour","2018-08-22 14:00:00","6.43","kWh"
"595","1 Hour","2018-08-22 15:00:00","4.91","kWh"
"596","1 Hour","2018-08-22 16:00:00","3.80","kWh"
"597","1 Hour","2018-08-22 17:00:00","2.89","kWh"
"598","1 Hour","2018-08-22 18:00:00","0.84","kWh"
"599","1 Hour","2018-08-22 19:00:00","0.13","kWh"
"600","1 Hour","2018-08-22 20:00:00","0.00","kWh"
"601","1 Hour","2018-08-22 21:00:00","0.00","kWh"
"602","1 Hour","2018-08-22 22:00:00","0.00","kWh"
"603","1 Hour","2018-08-22 23:00:00","0.00","kWh"
"604","1 Hour","2018-08-23 00:00:00","0.00","kWh"
"605","1 Hour","2018-08-23 01:00:00","0.00","kWh"
"606","1 Hour","2018-08-23 02:00:00","0.00","kWh"
"607","1 Hour","2018-08-23 03:00:00","0.00","kWh"
"608","1 Hour","2018-08-23 04:00:00","0.00","kWh"
"609","1 Hour","2018-08-23 05:00:00","0.00","kWh"
"610","1 Hour","2018-08-23 06:00:00","0.04","kWh"
"611","1 Hour","2018-08-23 07:00:00","0.75","kWh"
"612","1 Hour","2018-08-23 08:00:00","2.19","kWh"
"613","1 Hour","2018-08-23 09:00:00","3.73","kWh"
"614","1 Hour","2018-08-23 10:00:00","4.95","kWh"
"615","1 Hour","2018-08-23 11:00:00","5.79","kWh"
"616","1 Hour","2018-08-23 12:00:00","6.24","kWh"
"617","1 Hour","2018-08-23 13:00:00","6.17","kWh"
"618","1 Hour","2018-08-23 14:00:00","5.44","kWh"
"619","1 Hour","2018-08-23 15:00:00","4.63","kWh"
"620","1 Hour","2018-08-23 16:00:00","4.05","kWh"
"621","1 Hour","2018-08-23 17:00:00","2.54","kWh"
"622","1 Hour","2018-08-23 18:00:00","1.01","kWh"
"623","1 Hour","2018-08-23 19:00:00","0.48","kWh"
"624","1 Hour","2018-08-23 20:00:00","0.01","kWh"
"625","1 Hour","2018-08-23 21:00:00","0.00","kWh"
"626","1 Hour","2018-08-23 22:00:00","0.00","kWh"
"627","1 Hour","2018-08-23 23:00:00","0.00","kWh"
"628","1 Hour","2018-08-24 00:00:00","0.00","kWh"
"629","1 Hour","2018-08-24 01:00:00","0.00","kWh"
"630","1 Hour","2018-08-24 02:00:00","0.00","kWh"
"631","1 Hour","2018-08-24 03:00:00","0.00","kWh"
"632","1 Hour","2018-08-24 04:00:00","0.00","kWh"
"633","1 Hour","2018-08-24 05:00:00","0.00","kWh"
"634","1 Hour","2018-08-24 06:00:00","0.03","kWh"
"635","1 Hour","2018-08-24 07:00:00","0.54","kWh"
"636","1 Hour","2018-08-24 08:00:00","1.33","kWh"
"637","1 Hour","2018-08-24 09:00:00","3.40","kWh"
"638","1 Hour","2018-08-24 10:00:00","4.25","kWh"
"639","1 Hour","2018-08-24 11:00:00","5.05","kWh"
"640","1 Hour","2018-08-24 12:00:00","5.36","kWh"
"641","1 Hour","2018-08-24 13:00:00","6.02","kWh"
"642","1 Hour","2018-08-24 14:00:00","5.67","kWh"
"643","1 Hour","2018-08-24 15:00:00","4.82","kWh"
"644","1 Hour","2018-08-24 16:00:00","3.78","kWh"
"645","1 Hour","2018-08-24 17:00:00","2.11","kWh"
"646","1 Hour","2018-08-24 18:00:00","0.95","kWh"
"647","1 Hour","2018-08-24 19:00:00","0.12","kWh"
"648","1 Hour","2018-08-24 20:00:00","0.00","kWh"
"649","1 Hour","2018-08-24 21:00:00","0.00","kWh"
"650","1 Hour","2018-08-24 22:00:00","0.00","kWh"
"651","1 Hour","2018-08-24 23:00:00","0.00","kWh"
"652","1 Hour","2018-08-25 00:00:00","0.00","kWh"
"653","1 Hour","2018-08-25 01:00:00","0.00","kWh"
"654","1 Hour","2018-08-25 02:00:00","0.00","kWh"
"655","1 Hour","2018-08-25 03:00:00","0.00","kWh"
"656","1 Hour","2018-08-25 04:00:00","0.00","kWh"
"657","1 Hour","2018-08-25 05:00:00","0.00","kWh"
"658","1 Hour","2018-08-25 06:00:00","0.06","kWh"
"659","1 Hour","2018-08-25 07:00:00","0.62","kWh"
"660","1 Hour","2018-08-25 08:00:00","1.89","kWh"
"661","1 Hour","2018-08-25 09:00:00","3.37","kWh"
"662","1 Hour","2018-08-25 10:00:00","4.67","kWh"
"663","1 Hour","2018-08-25 11:00:00","4.77","kWh"
"664","1 Hour","2018-08-25 12:00:00","5.41","kWh"
"665","1 Hour","2018-08-25 13:00:00","5.40","kWh"
"666","1 Hour","2018-08-25 14:00:00","5.36","kWh"
"667","1 Hour","2018-08-25 15:00:00","4.82","kWh"
"668","1 Hour","2018-08-25 16:00:00","3.73","kWh"
"669","1 Hour","2018-08-25 17:00:00","2.06","kWh"
"670","1 Hour","2018-08-25 18:00:00","0.27","kWh"
"671","1 Hour","2018-08-25 19:00:00","0.04","kWh"
"672","1 Hour","2018-08-25 20:00:00","0.00","kWh"
"673","1 Hour","2018-08-25 21:00:00","0.00","kWh"
"674","1 Hour","2018-08-25 22:00:00","0.00","kWh"
"675","1 Hour","2018-08-25 23:00:00","0.00","kWh"
"676","1 Hour","2018-08-26 00:00:00","0.00","kWh"
"677","1 Hour","2018-08-26 01:00:00","0.00","kWh"
"678","1 Hour","2018-08-26 02:00:00","0.00","kWh"
"679","1 Hour","2018-08-26 03:00:00","0.00","kWh"
"680","1 Hour","2018-08-26 04:00:00","0.00","kWh"
"681","1 Hour","2018-08-26 05:00:00","0.00","kWh"
"682","1 Hour","2018-08-26 06:00:00","0.02","kWh"
"683","1 Hour","2018-08-26 07:00:00","0.66","kWh"
"684","1 Hour","2018-08-26 08:00:00","1.95","kWh"
"685","1 Hour","2018-08-26 09:00:00","3.42","kWh"
"686","1 Hour","2018-08-26 10:00:00","4.60","kWh"
"687","1 Hour","2018-08-26 11:00:00","5.41","kWh"
"688","1 Hour","2018-08-26 12:00:00","5.73","kWh"
"689","1 Hour","2018-08-26 13:00:00","5.75","kWh"
"690","1 Hour","2018-08-26 14:00:00","5.35","kWh"
"691","1 Hour","2018-08-26 15:00:00","4.53","kWh"
"692","1 Hour","2018-08-26 16:00:00","3.65","kWh"
"693","1 Hour","2018-08-26 17:00:00","2.43","kWh"
"694","1 Hour","2018-08-26 18:00:00","0.82","kWh"
"695","1 Hour","2018-08-26 19:00:00","0.11","kWh"
"696","1 Hour","2018-08-26 20:00:00","0.00","kWh"
"697","1 Hour","2018-08-26 21:00:00","0.00","kWh"
"698","1 Hour","2018-08-26 22:00:00","0.00","kWh"
"699","1 Hour","2018-08-26 23:00:00","0.00","kWh"
"700","1 Hour","2018-08-27 00:00:00","0.00","kWh"
"701","1 Hour","2018-08-27 01:00:00","0.00","kWh"
"702","1 Hour","2018-08-27 02:00:00","0.00","kWh"
"703","1 Hour","2018-08-27 03:00:00","0.00","kWh"
"704","1 Hour","2018-08-27 04:00:00","0.00","kWh"
"705","1 Hour","2018-08-27 05:00:00","0.00","kWh"
"706","1 Hour","2018-08-27 06:00:00","0.00","kWh"
"707","1 Hour","2018-08-27 07:00:00","0.12","kWh"
"708","1 Hour","2018-08-27 08:00:00","0.53","kWh"
"709","1 Hour","2018-08-27 09:00:00","0.67","kWh"
"710","1 Hour","2018-08-27 10:00:00","0.73","kWh"
"711","1 Hour","2018-08-27 11:00:00","0.83","kWh"
"712","1 Hour","2018-08-27 12:00:00","1.39","kWh"
"713","1 Hour","2018-08-27 13:00:00","1.62","kWh"
"714","1 Hour","2018-08-27 14:00:00","1.52","kWh"
"715","1 Hour","2018-08-27 15:00:00","1.15","kWh"
"716","1 Hour","2018-08-27 16:00:00","0.83","kWh"
"717","1 Hour","2018-08-27 17:00:00","0.48","kWh"
"718","1 Hour","2018-08-27 18:00:00","0.19","kWh"
"719","1 Hour","2018-08-27 19:00:00","0.01","kWh"
"720","1 Hour","2018-08-27 20:00:00","0.00","kWh"
"721","1 Hour","2018-08-27 21:00:00","0.00","kWh"
"722","1 Hour","2018-08-27 22:00:00","0.00","kWh"
"723","1 Hour","2018-08-27 23:00:00","0.00","kWh"
"724","1 Hour","2018-08-28 00:00:00","0.00","kWh"
"725","1 Hour","2018-08-28 01:00:00","0.00","kWh"
"726","1 Hour","2018-08-28 02:00:00","0.00","kWh"
"727","1 Hour","2018-08-28 03:00:00","0.00","kWh"
"728","1 Hour","2018-08-28 04:00:00","0.00","kWh"
"729","1 Hour","2018-08-28 05:00:00","0.00","kWh"
"730","1 Hour","2018-08-28 06:00:00","0.01","kWh"
"731","1 Hour","2018-08-28 07:00:00","0.13","kWh"
"732","1 Hour","2018-08-28 08:00:00","0.32","kWh"
"733","1 Hour","2018-08-28 09:00:00","0.40","kWh"
"734","1 Hour","2018-08-28 10:00:00","0.90","kWh"
"735","1 Hour","2018-08-28 11:00:00","0.71","kWh"
"736","1 Hour","2018-08-28 12:00:00","0.47","kWh"
"737","1 Hour","2018-08-28 13:00:00","0.52","kWh"
"738","1 Hour","2018-08-28 14:00:00","0.57","kWh"
"739","1 Hour","2018-08-28 15:00:00","1.36","kWh"
"740","1 Hour","2018-08-28 16:00:00","2.94","kWh"
"741","1 Hour","2018-08-28 17:00:00","1.76","kWh"
"742","1 Hour","2018-08-28 18:00:00","1.61","kWh"
"743","1 Hour","2018-08-28 19:00:00","0.33","kWh"
"744","1 Hour","2018-08-28 20:00:00","0.00","kWh"
"745","1 Hour","2018-08-28 21:00:00","0.00","kWh"
"746","1 Hour","2018-08-28 22:00:00","0.00","kWh"
"747","1 Hour","2018-08-28 23:00:00","0.00","kWh"
"748","1 Hour","2018-08-29 00:00:00","0.00","kWh"
"749","1 Hour","2018-08-29 01:00:00","0.00","kWh"
"750","1 Hour","2018-08-29 02:00:00","0.00","kWh"
"751","1 Hour","2018-08-29 03:00:00","0.00","kWh"
"752","1 Hour","2018-08-29 04:00:00","0.00","kWh"
"753","1 Hour","2018-08-29 05:00:00","0.00","kWh"
"754","1 Hour","2018-08-29 06:00:00","0.14","kWh"
"755","1 Hour","2018-08-29 07:00:00","2.15","kWh"
"756","1 Hour","2018-08-29 08:00:00","7.31","kWh"
"757","1 Hour","2018-08-29 09:00:00","12.65","kWh"
"758","1 Hour","2018-08-29 10:00:00","16.94","kWh"
"759","1 Hour","2018-08-29 11:00:00","16.82","kWh"
"760","1 Hour","2018-08-29 12:00:00","15.60","kWh"
"761","1 Hour","2018-08-29 13:00:00","15.53","kWh"
"762","1 Hour","2018-08-29 14:00:00","17.00","kWh"
"763","1 Hour","2018-08-29 15:00:00","17.02","kWh"
"764","1 Hour","2018-08-29 16:00:00","3.96","kWh"
"765","1 Hour","2018-08-29 17:00:00","2.51","kWh"
"766","1 Hour","2018-08-29 18:00:00","0.55","kWh"
"767","1 Hour","2018-08-29 19:00:00","0.04","kWh"
"768","1 Hour","2018-08-29 20:00:00","0.00","kWh"
"769","1 Hour","2018-08-29 21:00:00","0.00","kWh"
"770","1 Hour","2018-08-29 22:00:00","0.00","kWh"
"771","1 Hour","2018-08-29 23:00:00","0.00","kWh"
"772","1 Hour","2018-08-30 00:00:00","0.00","kWh"
"773","1 Hour","2018-08-30 01:00:00","0.00","kWh"
"774","1 Hour","2018-08-30 02:00:00","0.00","kWh"
"775","1 Hour","2018-08-30 03:00:00","0.00","kWh"
"776","1 Hour","2018-08-30 04:00:00","0.00","kWh"
"777","1 Hour","2018-08-30 05:00:00","0.00","kWh"
"778","1 Hour","2018-08-30 06:00:00","0.03","kWh"
"779","1 Hour","2018-08-30 07:00:00","0.61","kWh"
"780","1 Hour","2018-08-30 08:00:00","1.93","kWh"
"781","1 Hour","2018-08-30 09:00:00","3.38","kWh"
"782","1 Hour","2018-08-30 10:00:00","4.14","kWh"
"783","1 Hour","2018-08-30 11:00:00","5.34","kWh"
"784","1 Hour","2018-08-30 12:00:00","5.40","kWh"
"785","1 Hour","2018-08-30 13:00:00","5.67","kWh"
"786","1 Hour","2018-08-30 14:00:00","5.58","kWh"
"787","1 Hour","2018-08-30 15:00:00","4.51","kWh"
"788","1 Hour","2018-08-30 16:00:00","3.81","kWh"
"789","1 Hour","2018-08-30 17:00:00","2.17","kWh"
"790","1 Hour","2018-08-30 18:00:00","0.83","kWh"
"791","1 Hour","2018-08-30 19:00:00","0.08","kWh"
"792","1 Hour","2018-08-30 20:00:00","0.00","kWh"
"793","1 Hour","2018-08-30 21:00:00","0.00","kWh"
"794","1 Hour","2018-08-30 22:00:00","0.00","kWh"
"795","1 Hour","2018-08-30 23:00:00","0.00","kWh"
"796","1 Hour","2018-08-31 00:00:00","0.00","kWh"
"797","1 Hour","2018-08-31 01:00:00","0.00","kWh"
"798","1 Hour","2018-08-31 02:00:00","0.00","kWh"
"799","1 Hour","2018-08-31 03:00:00","0.00","kWh"
"800","1 Hour","2018-08-31 04:00:00","0.00","kWh"
"801","1 Hour","2018-08-31 05:00:00","0.00","kWh"
"802","1 Hour","2018-08-31 06:00:00","0.01","kWh"
"803","1 Hour","2018-08-31 07:00:00","0.43","kWh"
"804","1 Hour","2018-08-31 08:00:00","1.91","kWh"
"805","1 Hour","2018-08-31 09:00:00","3.29","kWh"
"806","1 Hour","2018-08-31 10:00:00","4.49","kWh"
"807","1 Hour","2018-08-31 11:00:00","5.35","kWh"
"808","1 Hour","2018-08-31 12:00:00","5.85","kWh"
"809","1 Hour","2018-08-31 13:00:00","6.05","kWh"
"810","1 Hour","2018-08-31 14:00:00","5.33","kWh"
"811","1 Hour","2018-08-31 15:00:00","4.40","kWh"
"812","1 Hour","2018-08-31 16:00:00","2.19","kWh"
"813","1 Hour","2018-08-31 17:00:00","1.32","kWh"
"814","1 Hour","2018-08-31 18:00:00","0.49","kWh"
"815","1 Hour","2018-08-31 19:00:00","0.09","kWh"
"816","1 Hour","2018-08-31 20:00:00","0.00","kWh"
"817","1 Hour","2018-08-31 21:00:00","0.00","kWh"
"818","1 Hour","2018-08-31 22:00:00","0.00","kWh"
"819","1 Hour","2018-08-31 23:00:00","0.00","kWh"
"820","1 Hour","2018-09-01 00:00:00","0.00","kWh"
"821","1 Hour","2018-09-01 01:00:00","0.00","kWh"
"822","1 Hour","2018-09-01 02:00:00","0.00","kWh"
"823","1 Hour","2018-09-01 03:00:00","0.00","kWh"
"824","1 Hour","2018-09-01 04:00:00","0.00","kWh"
"825","1 Hour","2018-09-01 05:00:00","0.00","kWh"
"826","1 Hour","2018-09-01 06:00:00","0.03","kWh"
"827","1 Hour","2018-09-01 07:00:00","0.55","kWh"
"828","1 Hour","2018-09-01 08:00:00","0.99","kWh"
"829","1 Hour","2018-09-01 09:00:00","1.76","kWh"
"830","1 Hour","2018-09-01 10:00:00","4.41","kWh"
"831","1 Hour","2018-09-01 11:00:00","5.30","kWh"
"832","1 Hour","2018-09-01 12:00:00","5.76","kWh"
"833","1 Hour","2018-09-01 13:00:00","5.82","kWh"
"834","1 Hour","2018-09-01 14:00:00","5.58","kWh"
"835","1 Hour","2018-09-01 15:00:00","4.85","kWh"
"836","1 Hour","2018-09-01 16:00:00","3.65","kWh"
"837","1 Hour","2018-09-01 17:00:00","2.23","kWh"
"838","1 Hour","2018-09-01 18:00:00","0.76","kWh"
